date,start,end,11WD7KWKN-KW-EEN
1012021,00:00,01:00,0.0
1012021,01:00,02:00,0.0
1012021,02:00,03:00,0.0
1012021,03:00,04:00,0.0
1012021,04:00,05:00,0.0
1012021,05:00,06:00,0.0
1012021,06:00,07:00,0.0
1012021,07:00,08:00,0.0
1012021,08:00,09:00,0.0
1012021,09:00,10:00,0.0
1012021,10:00,11:00,0.0
1012021,11:00,12:00,0.0
1012021,12:00,13:00,0.0
1012021,13:00,14:00,0.0
1012021,14:00,15:00,0.0
1012021,15:00,16:00,0.0
1012021,16:00,17:00,0.0
1012021,17:00,18:00,0.0
1012021,18:00,19:00,0.0
1012021,19:00,20:00,0.0
1012021,20:00,21:00,0.0
1012021,21:00,22:00,0.0
1012021,22:00,23:00,0.0
1012021,23:00,00:00,0.0
2012021,00:00,01:00,0.0
2012021,01:00,02:00,0.0
2012021,02:00,03:00,0.0
2012021,03:00,04:00,0.0
2012021,04:00,05:00,0.0
2012021,05:00,06:00,0.0
2012021,06:00,07:00,0.0
2012021,07:00,08:00,0.0
2012021,08:00,09:00,0.0
2012021,09:00,10:00,0.0
2012021,10:00,11:00,0.0
2012021,11:00,12:00,0.0
2012021,12:00,13:00,0.0
2012021,13:00,14:00,0.0
2012021,14:00,15:00,0.0
2012021,15:00,16:00,0.0
2012021,16:00,17:00,0.0
2012021,17:00,18:00,0.0
2012021,18:00,19:00,0.0
2012021,19:00,20:00,0.0
2012021,20:00,21:00,0.0
2012021,21:00,22:00,0.0
2012021,22:00,23:00,0.0
2012021,23:00,00:00,0.0
3012021,00:00,01:00,0.0
3012021,01:00,02:00,0.0
3012021,02:00,03:00,0.0
3012021,03:00,04:00,0.0
3012021,04:00,05:00,0.0
3012021,05:00,06:00,0.0
3012021,06:00,07:00,0.0
3012021,07:00,08:00,0.0
3012021,08:00,09:00,0.0
3012021,09:00,10:00,0.0
3012021,10:00,11:00,0.0
3012021,11:00,12:00,0.0
3012021,12:00,13:00,0.0
3012021,13:00,14:00,0.0
3012021,14:00,15:00,0.0
3012021,15:00,16:00,0.0
3012021,16:00,17:00,0.0
3012021,17:00,18:00,0.0
3012021,18:00,19:00,0.0
3012021,19:00,20:00,0.0
3012021,20:00,21:00,0.0
3012021,21:00,22:00,0.0
3012021,22:00,23:00,0.0
3012021,23:00,00:00,0.0
4012021,00:00,01:00,0.0
4012021,01:00,02:00,0.0
4012021,02:00,03:00,0.0
4012021,03:00,04:00,0.0
4012021,04:00,05:00,0.0
4012021,05:00,06:00,0.0
4012021,06:00,07:00,0.0
4012021,07:00,08:00,0.0
4012021,08:00,09:00,0.0
4012021,09:00,10:00,0.0
4012021,10:00,11:00,0.0
4012021,11:00,12:00,0.0
4012021,12:00,13:00,0.0
4012021,13:00,14:00,0.0
4012021,14:00,15:00,0.0
4012021,15:00,16:00,0.0
4012021,16:00,17:00,0.0
4012021,17:00,18:00,0.0
4012021,18:00,19:00,0.0
4012021,19:00,20:00,0.0
4012021,20:00,21:00,0.0
4012021,21:00,22:00,0.0
4012021,22:00,23:00,0.0
4012021,23:00,00:00,0.0
5012021,00:00,01:00,0.0
5012021,01:00,02:00,0.0
5012021,02:00,03:00,0.0
5012021,03:00,04:00,0.0
5012021,04:00,05:00,0.0
5012021,05:00,06:00,0.0
5012021,06:00,07:00,0.0
5012021,07:00,08:00,0.0
5012021,08:00,09:00,0.0
5012021,09:00,10:00,0.0
5012021,10:00,11:00,0.0
5012021,11:00,12:00,0.0
5012021,12:00,13:00,0.0
5012021,13:00,14:00,0.0
5012021,14:00,15:00,0.0
5012021,15:00,16:00,0.0
5012021,16:00,17:00,0.0
5012021,17:00,18:00,0.0
5012021,18:00,19:00,0.0
5012021,19:00,20:00,0.0
5012021,20:00,21:00,0.0
5012021,21:00,22:00,0.0
5012021,22:00,23:00,0.0
5012021,23:00,00:00,0.0
6012021,00:00,01:00,0.0
6012021,01:00,02:00,0.0
6012021,02:00,03:00,0.0
6012021,03:00,04:00,0.0
6012021,04:00,05:00,0.0
6012021,05:00,06:00,0.0
6012021,06:00,07:00,0.0
6012021,07:00,08:00,0.0
6012021,08:00,09:00,0.0
6012021,09:00,10:00,0.0
6012021,10:00,11:00,0.0
6012021,11:00,12:00,0.0
6012021,12:00,13:00,0.0
6012021,13:00,14:00,0.0
6012021,14:00,15:00,0.0
6012021,15:00,16:00,0.0
6012021,16:00,17:00,0.0
6012021,17:00,18:00,0.0
6012021,18:00,19:00,0.0
6012021,19:00,20:00,0.0
6012021,20:00,21:00,0.0
6012021,21:00,22:00,0.0
6012021,22:00,23:00,0.0
6012021,23:00,00:00,0.0
7012021,00:00,01:00,0.0
7012021,01:00,02:00,0.0
7012021,02:00,03:00,0.0
7012021,03:00,04:00,0.0
7012021,04:00,05:00,0.0
7012021,05:00,06:00,0.0
7012021,06:00,07:00,0.0
7012021,07:00,08:00,0.0
7012021,08:00,09:00,0.0
7012021,09:00,10:00,0.0
7012021,10:00,11:00,0.0
7012021,11:00,12:00,0.0
7012021,12:00,13:00,0.0
7012021,13:00,14:00,0.0
7012021,14:00,15:00,0.0
7012021,15:00,16:00,0.0
7012021,16:00,17:00,0.0
7012021,17:00,18:00,0.0
7012021,18:00,19:00,0.0
7012021,19:00,20:00,0.0
7012021,20:00,21:00,0.0
7012021,21:00,22:00,0.0
7012021,22:00,23:00,0.0
7012021,23:00,00:00,0.0
8012021,00:00,01:00,0.0
8012021,01:00,02:00,0.0
8012021,02:00,03:00,0.0
8012021,03:00,04:00,0.0
8012021,04:00,05:00,0.0
8012021,05:00,06:00,0.0
8012021,06:00,07:00,0.0
8012021,07:00,08:00,0.0
8012021,08:00,09:00,0.0
8012021,09:00,10:00,0.0
8012021,10:00,11:00,0.0
8012021,11:00,12:00,0.0
8012021,12:00,13:00,0.0
8012021,13:00,14:00,0.0
8012021,14:00,15:00,0.0
8012021,15:00,16:00,0.0
8012021,16:00,17:00,0.0
8012021,17:00,18:00,0.0
8012021,18:00,19:00,0.0
8012021,19:00,20:00,0.0
8012021,20:00,21:00,0.0
8012021,21:00,22:00,0.0
8012021,22:00,23:00,0.0
8012021,23:00,00:00,0.0
9012021,00:00,01:00,0.0
9012021,01:00,02:00,0.0
9012021,02:00,03:00,0.0
9012021,03:00,04:00,0.0
9012021,04:00,05:00,0.0
9012021,05:00,06:00,0.0
9012021,06:00,07:00,0.0
9012021,07:00,08:00,0.0
9012021,08:00,09:00,0.0
9012021,09:00,10:00,0.0
9012021,10:00,11:00,0.0
9012021,11:00,12:00,0.0
9012021,12:00,13:00,0.0
9012021,13:00,14:00,0.0
9012021,14:00,15:00,0.0
9012021,15:00,16:00,0.0
9012021,16:00,17:00,0.0
9012021,17:00,18:00,0.0
9012021,18:00,19:00,0.0
9012021,19:00,20:00,0.0
9012021,20:00,21:00,0.0
9012021,21:00,22:00,0.0
9012021,22:00,23:00,0.0
9012021,23:00,00:00,0.0
10012021,00:00,01:00,0.0
10012021,01:00,02:00,0.0
10012021,02:00,03:00,0.0
10012021,03:00,04:00,0.0
10012021,04:00,05:00,0.0
10012021,05:00,06:00,0.0
10012021,06:00,07:00,0.0
10012021,07:00,08:00,0.0
10012021,08:00,09:00,0.0
10012021,09:00,10:00,0.0
10012021,10:00,11:00,0.0
10012021,11:00,12:00,0.0
10012021,12:00,13:00,0.0
10012021,13:00,14:00,0.0
10012021,14:00,15:00,0.0
10012021,15:00,16:00,0.0
10012021,16:00,17:00,0.0
10012021,17:00,18:00,0.0
10012021,18:00,19:00,0.0
10012021,19:00,20:00,0.0
10012021,20:00,21:00,0.0
10012021,21:00,22:00,0.0
10012021,22:00,23:00,0.0
10012021,23:00,00:00,0.0
